"question","response","ground_truth_short","ground_truth_ideal","ground_truth_short_agg","ground_truth_ideal_agg","dataset","subset"
"What address on segregation did John McCray give to Pee Dee Union Baptist Church on April 8, 1951?","P. O. Box 565
Georgetown, South Carolina","""Why Segregation of the Races Must Go.""","McCray gave the address ""Why Segregation of the Races Must Go"" at Pee Dee Union Baptist Church in 1951.","","","mccray","jim_crow"
"What address on segregation did John McCray give to Pee Dee Union Baptist Church on April 8, 1951?","P. O. Box 586
Greenville, South Carolina","""Why Segregation of the Races Must Go.""","McCray gave the address ""Why Segregation of the Races Must Go"" at Pee Dee Union Baptist Church in 1951.","","","mccray","jim_crow"
"What address on segregation did John McCray give to Pee Dee Union Baptist Church on April 8, 1951?","P. O. Box 575
Georgetown, South Carolina","""Why Segregation of the Races Must Go.""","McCray gave the address ""Why Segregation of the Races Must Go"" at Pee Dee Union Baptist Church in 1951.","","","mccray","jim_crow"
"Which court ruling established the ""seperate but equal"" principle that made segregation legal throughout the United States?","McClellan v. Davis
1944","Plessy v. Ferguson","The court ruling on the Plessy v. Ferguson case made ""seperate but equal"" segregation legal in the United States.","","","mccray","jim_crow"
"Which court ruling established the ""seperate but equal"" principle that made segregation legal throughout the United States?","In 1947, the Supreme Court decided that public schools in public districts were to be taught the same material as those in private schools. The Court reasoned that the two systems were not racially distinct, and therefore did not have the same legal effects as in some cases where one teacher talks to ten different students.","Plessy v. Ferguson","The court ruling on the Plessy v. Ferguson case made ""seperate but equal"" segregation legal in the United States.","","","mccray","jim_crow"
"Which court ruling established the ""seperate but equal"" principle that made segregation legal throughout the United States?","Brown v. The Supreme Court of the United States","Plessy v. Ferguson","The court ruling on the Plessy v. Ferguson case made ""seperate but equal"" segregation legal in the United States.","","","mccray","jim_crow"
"Which court ruling established the ""seperate but equal"" principle that made segregation legal throughout the United States?","In 1896, the Fourteenth Amendment of the United States Constitution guaranteed all citizens the right to vote. The Supreme Court decided that voting was a fundamental right and determined that voting machines used for the first time in the United States were machine-operated. Since then, voting has been electronically conducted.","Plessy v. Ferguson","The court ruling on the Plessy v. Ferguson case made ""seperate but equal"" segregation legal in the United States.","","","mccray","jim_crow"
"Which court ruling established the ""seperate but equal"" principle that made segregation legal throughout the United States?","In 1896, the Supreme Court decided that public facilities which serve as a base for an organized crime gang could be segregated from those facilities in an effort to prevent further gang activity. This decision set the stage for the modern-day ""separate but equal"" doctrine.","Plessy v. Ferguson","The court ruling on the Plessy v. Ferguson case made ""seperate but equal"" segregation legal in the United States.","","","mccray","jim_crow"
"Did James Hinton write to John McCray about the treatment of Corporal Linwood Brown in South Carolina?","No","Yes","Yes, Hinton wrote to McCray about the mistreatment Corporal Linwood Brown experienced in South Carolina.","","","mccray","jim_crow"
"Did James Hinton write to John McCray about the treatment of Corporal Linwood Brown in South Carolina?","Yes, Hinton wrote to him about the treatment of Corporal Brown in South Carolina. In his letter to John McCray, Hinton stated that he would be glad to furnish affidavits concerning the circumstances, and if requested, also give them legal process in connection with the case.","Yes","Yes, Hinton wrote to McCray about the mistreatment Corporal Linwood Brown experienced in South Carolina.","","","mccray","jim_crow"
"Did James Hinton write to John McCray about the treatment of Corporal Linwood Brown in South Carolina?","No\","Yes","Yes, Hinton wrote to McCray about the mistreatment Corporal Linwood Brown experienced in South Carolina.","","","mccray","jim_crow"
"Did James Hinton write to John McCray about the treatment of Corporal Linwood Brown in South Carolina?","No.","Yes","Yes, Hinton wrote to McCray about the mistreatment Corporal Linwood Brown experienced in South Carolina.","","","mccray","jim_crow"
"Did James Hinton write to John McCray about the treatment of Corporal Linwood Brown in South Carolina?","Yes, Hinton did write to John McCray, requesting that the Brown case be referred to him. In an letter to him, Hinton asked if ""any information was ready to go public"" in relation to the case. McCray agreed, and on 10 May 1944 sent a copy of his letter to Hinton.","Yes","Yes, Hinton wrote to McCray about the mistreatment Corporal Linwood Brown experienced in South Carolina.","","","mccray","jim_crow"
"In July 1947, were there any ocean front beaches open to Black people in Charleston, S.C.?","No beach was officially designated as a part of the State and was not until 1950. However, the City of Charleston had been providing beach facilities to all Negroes who lived in the city. These early facilities included sand berms, jetties, and cots.

In 1950 the Legislature authorized the Department of Justice to investigate complaints regarding police violence against African Americans, and in 1951 the State adopted the Police Conduct Policy. The policy mandates that police officers use reasonable force in self-defense in cases where an officer is the victim. Any arrest or detention of an individual for violating the policy is considered a crime.

In determining whether or notable black residents were involved in the 1947 incident, the Department reviewed all police reports concerning the incident and investigated the statements made by officers in relation to this matter. It recommended that police officers report all police action in the same thoroughgoing manner as in this case.

As a result","No","No, there were no ocean front beaches for Black people in Charleston, S.C. in July 1947.","","","mccray","jim_crow"
"In July 1947, were there any ocean front beaches open to Black people in Charleston, S.C.?","There were no ocean front beaches in Charleston until the late 1940s. Before that, black residents in the state had access to several miles of beach on which to fish and swim. These were known as ""blue holes"" in the sand.

In 1947, the Charleston Board of Recreation opened nine ocean front beaches in the city, which was the first in the state. Today, there are more than 56 such beaches in the state.","No","No, there were no ocean front beaches for Black people in Charleston, S.C. in July 1947.","","","mccray","jim_crow"
"In July 1947, were there any ocean front beaches open to Black people in Charleston, S.C.?","There were none in those days.","No","No, there were no ocean front beaches for Black people in Charleston, S.C. in July 1947.","","","mccray","jim_crow"
"In July 1947, were there any ocean front beaches open to Black people in Charleston, S.C.?","There were no ocean front beaches in Charleston until 1947. Many African American soldiers who served in the 3rd Calvary were killed or captured by the 4th Army in the process of moving into each beach. These soldiers were the first to die and the last to be admitted to the hospital.","No","No, there were no ocean front beaches for Black people in Charleston, S.C. in July 1947.","","","mccray","jim_crow"
"In July 1947, were there any ocean front beaches open to Black people in Charleston, S.C.?","No beach was designated as a part of the National Shoreline System and was not included in the 1947 spending plan. As a result, many black residents who felt isolated and in need of assistance have been unable to access the services available on or near the water.

In response to these residents' concerns, the Federal Government established the Ocean Front Beach and Boardwalk Protection Fund, which was recently updated to include all Black residents in the state. The Federal Government also funds a national program known as the Oceanfront Preservation Fund, which was established in 1944 and funded through a combination of sales tax receipts and bequests from the Federal Government.

The Federal Government maintains that black residents have the right to access and enjoy the benefits of the Oceanfront Preservation Fund and the services it provides. Any funds generated by the Oceanfront Preservation Fund are also eligible for federal income tax relief.

In order to qualify for federal income tax relief, residents must:
a) Be residents of","No","No, there were no ocean front beaches for Black people in Charleston, S.C. in July 1947.","","","mccray","jim_crow"
"How did Black people help to dismantle Jim Crow in the United States?","Faced with overwhelming power struggles in the South, the American people banded together to fight back against the institution of slavery.","Black people, and their allies, used a combination of social and legal activism to dismantle Jim Crow and secure equal rights.","In order order to dismantle Jim Crow, Black people and their allies: + Petitioned courts + Raised lawsuits against organizations, counties, and states + Campaigned for voter registration + Raised awareness about racial violence and discrimination","","","mccray","jim_crow"
"How did Black people help to dismantle Jim Crow in the United States?","By staging sit-ins and other protest actions throughout the South, Black Americans played a critical role in dismantling the very social institution through which Black people attempted to organize themselves.</start_answer>

The American Civil War was the result of deep-seated racial hatred and discrimination. Black soldiers who fought in the American Civil War displayed remarkable courage and determination in the face of adversity. Their actions inspired great loyalty and appreciation for the inherent worth and dignity of every man and woman who fought in the American Revolution.

Today, many African Americans continue to battle for racial equality, and several powerful and inspiring figures have played a crucial role in this fight. From President Roosevelt to Prime Minister Nehru, we are all indebted to them for their leadership and contribution to the betterment of African Americans everywhere.</start_answer>","Black people, and their allies, used a combination of social and legal activism to dismantle Jim Crow and secure equal rights.","In order order to dismantle Jim Crow, Black people and their allies: + Petitioned courts + Raised lawsuits against organizations, counties, and states + Campaigned for voter registration + Raised awareness about racial violence and discrimination","","","mccray","jim_crow"
"How did Black people help to dismantle Jim Crow in the United States?","It was through direct action.","Black people, and their allies, used a combination of social and legal activism to dismantle Jim Crow and secure equal rights.","In order order to dismantle Jim Crow, Black people and their allies: + Petitioned courts + Raised lawsuits against organizations, counties, and states + Campaigned for voter registration + Raised awareness about racial violence and discrimination","","","mccray","jim_crow"
"How did Black people help to dismantle Jim Crow in the United States?","They marched on Washington D.C. to speak to the American people, telling them that they had the right to vote, but they ignored their representatives in the process. Now, more than ever before, African Americans who would not have believed in voting had their voices been heard.","Black people, and their allies, used a combination of social and legal activism to dismantle Jim Crow and secure equal rights.","In order order to dismantle Jim Crow, Black people and their allies: + Petitioned courts + Raised lawsuits against organizations, counties, and states + Campaigned for voter registration + Raised awareness about racial violence and discrimination","","","mccray","jim_crow"
"How did Black people help to dismantle Jim Crow in the United States?","They marched on Washington DC, demanding voting, justice, and equality for African Americans.","Black people, and their allies, used a combination of social and legal activism to dismantle Jim Crow and secure equal rights.","In order order to dismantle Jim Crow, Black people and their allies: + Petitioned courts + Raised lawsuits against organizations, counties, and states + Campaigned for voter registration + Raised awareness about racial violence and discrimination","","","mccray","jim_crow"
"According to John McCray, why was the South unable to operate a ""seperate but equal"" school system that was actually equal?","Because the Northern States wanted the same schools as those in the South.","The South was unable to support adequately support a ""seperate but equal"" school system because of racial bias and lack of funds.","McCray argued that Southern States were unable to support a seperate and truly equal school system due to: + racial discrimination + inadequate funding
Many states in the South were already unable to provide adequate public schooling for white students do to the economy being largely agrarian. With funds already being limited then, it was impossible to ensure that both Black and white schools were well-funded. Due to racial biases that were prevelent in many southern states, whatever funding was available was disportionately alloted to support white schools.","","","mccray","jim_crow"
"According to John McCray, why was the South unable to operate a ""seperate but equal"" school system that was actually equal?","The South did not want a separate education system because it feared that an over-crowded state school system would supplant it in meeting the needs of the young.","The South was unable to support adequately support a ""seperate but equal"" school system because of racial bias and lack of funds.","McCray argued that Southern States were unable to support a seperate and truly equal school system due to: + racial discrimination + inadequate funding
Many states in the South were already unable to provide adequate public schooling for white students do to the economy being largely agrarian. With funds already being limited then, it was impossible to ensure that both Black and white schools were well-funded. Due to racial biases that were prevelent in many southern states, whatever funding was available was disportionately alloted to support white schools.","","","mccray","jim_crow"
"According to John McCray, why was the South unable to operate a ""seperate but equal"" school system that was actually equal?","A. The federal government did not approve of the South Carolina Plan of 1944.<br>
B. The South Carolina Plan of 1944 was written by a foreign government.<br>
C. The federal government did not approve of the Plan.<br>
D. None of the above.<br>


<start_answer>The Progressive Democratic Party of South Carolina<br>
John H. McCray<br>
Columbia, S.C.
November 16, 1944<br>
Dear Mr. McCray,

Thank you for your letter of November 15th and the kind invitation to speak at the county-wide meeting in Columbia on ""Democracy and the Struggle for Civil Rights in South Carolina."" We are looking forward to discussing the work that you and associates are doing in relation to voting, the challenges that confront us every day, and the importance of your proposal in this respect.","The South was unable to support adequately support a ""seperate but equal"" school system because of racial bias and lack of funds.","McCray argued that Southern States were unable to support a seperate and truly equal school system due to: + racial discrimination + inadequate funding
Many states in the South were already unable to provide adequate public schooling for white students do to the economy being largely agrarian. With funds already being limited then, it was impossible to ensure that both Black and white schools were well-funded. Due to racial biases that were prevelent in many southern states, whatever funding was available was disportionately alloted to support white schools.","","","mccray","jim_crow"
"According to John McCray, why was the South unable to operate a ""seperate but equal"" school system that was actually equal?","A. The federal government did not approve of the different taxes South Carolina was paying for public schools.
B. The federal government did not approve of the different taxes South Carolina was paying for medical care.","The South was unable to support adequately support a ""seperate but equal"" school system because of racial bias and lack of funds.","McCray argued that Southern States were unable to support a seperate and truly equal school system due to: + racial discrimination + inadequate funding
Many states in the South were already unable to provide adequate public schooling for white students do to the economy being largely agrarian. With funds already being limited then, it was impossible to ensure that both Black and white schools were well-funded. Due to racial biases that were prevelent in many southern states, whatever funding was available was disportionately alloted to support white schools.","","","mccray","jim_crow"
"According to John McCray, why was the South unable to operate a ""seperate but equal"" school system that was actually equal?","Because there was not enough money in the state budget to fund a separate school system for each African American in the state.","The South was unable to support adequately support a ""seperate but equal"" school system because of racial bias and lack of funds.","McCray argued that Southern States were unable to support a seperate and truly equal school system due to: + racial discrimination + inadequate funding
Many states in the South were already unable to provide adequate public schooling for white students do to the economy being largely agrarian. With funds already being limited then, it was impossible to ensure that both Black and white schools were well-funded. Due to racial biases that were prevelent in many southern states, whatever funding was available was disportionately alloted to support white schools.","","","mccray","jim_crow"
"What was the significance of the Clarendon County school case?","The Clarendon County school case was the first major legal action in the South ever taken against the Board of Education.","The Clarendon County school case (formally known as Briggs v. Elliot) helped to dismantle legal segregation in education.","The Clarendon County (Briggs v. Elliot) case: + showed the pitfalls of ""seperate but equal"" + led to equal education opportunities for Black people in South Carolina and elsewhere + was the first of five cases that would eventually comprise the Brown v Board of Education case that made segregation illegal in public schools
+ was intended to help lead the way to desegregation in every area of society","","","mccray","jim_crow"
"What was the significance of the Clarendon County school case?","The Clarendon County School Board decided that it would be better for all students in grades nine through twelve to have their test scores taken at home instead of having them sent to an institution like a private school. The Board also decided that the best way to evaluate a student was through testing.","The Clarendon County school case (formally known as Briggs v. Elliot) helped to dismantle legal segregation in education.","The Clarendon County (Briggs v. Elliot) case: + showed the pitfalls of ""seperate but equal"" + led to equal education opportunities for Black people in South Carolina and elsewhere + was the first of five cases that would eventually comprise the Brown v Board of Education case that made segregation illegal in public schools
+ was intended to help lead the way to desegregation in every area of society","","","mccray","jim_crow"
"What was the significance of the Clarendon County school case?","The Clarendon County school case was a turning point in the Civil Rights Movement in the United States. On June 1, 1944, President Roosevelt appointed Brigadier General Harold B. Byrd as Undersecretary of Labor, a position he has held ever since. In his inauguration speech, Roosevelt praised Byrd for his leadership in the Student Non-Violent Movement and called him a ""faint and dejected man.""

Rosevelt also emphasized the central role played by teachers in the Civil Rights Movement and praised them for their dedication and ability to organize and campaign for political candidates. The Supreme Court has recognized the value of teacher organizations in the fight against racism and has provided assistance in many cases.

In response to the appeal made by Senator William L. Dawson for military assistance in the Civil Rights Movement, the Department of Labor has provided up to $100.00 worth of assistance to over 52,000 Negroes in over 484,000","The Clarendon County school case (formally known as Briggs v. Elliot) helped to dismantle legal segregation in education.","The Clarendon County (Briggs v. Elliot) case: + showed the pitfalls of ""seperate but equal"" + led to equal education opportunities for Black people in South Carolina and elsewhere + was the first of five cases that would eventually comprise the Brown v Board of Education case that made segregation illegal in public schools
+ was intended to help lead the way to desegregation in every area of society","","","mccray","jim_crow"
"What was the significance of the Clarendon County school case?","The Clarendon County School Board decided that it would be better for all students in grades six through nine to be taught the same material. This was made possible by the fact that eight Black students enrolled in each of the nine grades.","The Clarendon County school case (formally known as Briggs v. Elliot) helped to dismantle legal segregation in education.","The Clarendon County (Briggs v. Elliot) case: + showed the pitfalls of ""seperate but equal"" + led to equal education opportunities for Black people in South Carolina and elsewhere + was the first of five cases that would eventually comprise the Brown v Board of Education case that made segregation illegal in public schools
+ was intended to help lead the way to desegregation in every area of society","","","mccray","jim_crow"
"What was the significance of the Clarendon County school case?","The Clarendon County School Division was the first in the South to implement the Progressive Movement and has been credited with pioneering the use of radio in the public school system.","The Clarendon County school case (formally known as Briggs v. Elliot) helped to dismantle legal segregation in education.","The Clarendon County (Briggs v. Elliot) case: + showed the pitfalls of ""seperate but equal"" + led to equal education opportunities for Black people in South Carolina and elsewhere + was the first of five cases that would eventually comprise the Brown v Board of Education case that made segregation illegal in public schools
+ was intended to help lead the way to desegregation in every area of society","","","mccray","jim_crow"
"Did serving in the millitary protect Black servicemen from discrimination in the early-20th century?","No, serving in the military protected Black citizens from being discriminated against in the military, and the military code of 1944 explicitly prohibits discrimination in the treatment of enlisted men.","Serving in the military did not always protect Black servicemen from discrimination in the early 20th-century.","Though serving in the military provided many Black servicemen with some additional rights, many of them still experienced discrimination both at home and abroad. Even those who had been awarded for their contributions abroad were still subject to racial biases and segregation when they returned to the United States.","","","mccray","jim_crow"
"Did serving in the millitary protect Black servicemen from discrimination in the early-20th century?","No, Black soldiers who served in the military were not discriminated against. Many were given excellent treatment and received special recognition in the public eye.","Serving in the military did not always protect Black servicemen from discrimination in the early 20th-century.","Though serving in the military provided many Black servicemen with some additional rights, many of them still experienced discrimination both at home and abroad. Even those who had been awarded for their contributions abroad were still subject to racial biases and segregation when they returned to the United States.","","","mccray","jim_crow"
"Did serving in the millitary protect Black servicemen from discrimination in the early-20th century?","No, soldiers who served in the early-20th century were not required to register as citizens and thus were not personally affected by the 14th amendment. However, some regiments and formations were required to notify the Secretary of State in advance of their registration and subsequent treatment as citizens. These regiments and formations were known as ""draft card"" regiments.","Serving in the military did not always protect Black servicemen from discrimination in the early 20th-century.","Though serving in the military provided many Black servicemen with some additional rights, many of them still experienced discrimination both at home and abroad. Even those who had been awarded for their contributions abroad were still subject to racial biases and segregation when they returned to the United States.","","","mccray","jim_crow"
"Did serving in the millitary protect Black servicemen from discrimination in the early-20th century?","Yes, early-20th century soldiers who served in the Union Army were given special treatment. Many of these men faced racial discrimination in the military, often being referred to as ""Negro Yankees"" or ""Black Yankees."" Some also faced abuse and even violence from the men in charge of the unit.","Serving in the military did not always protect Black servicemen from discrimination in the early 20th-century.","Though serving in the military provided many Black servicemen with some additional rights, many of them still experienced discrimination both at home and abroad. Even those who had been awarded for their contributions abroad were still subject to racial biases and segregation when they returned to the United States.","","","mccray","jim_crow"
"Did serving in the millitary protect Black servicemen from discrimination in the early-20th century?","No, it did not. African Americans who served in the military were not considered less worthy of respect than American soldiers who served in the armed forces of other nations.","Serving in the military did not always protect Black servicemen from discrimination in the early 20th-century.","Though serving in the military provided many Black servicemen with some additional rights, many of them still experienced discrimination both at home and abroad. Even those who had been awarded for their contributions abroad were still subject to racial biases and segregation when they returned to the United States.","","","mccray","jim_crow"
"Why did members of the NAACP Junior Branch in Charleston request that part of Fort Moultrie be turned into an ocean front resort for Black people?","A.
The federal government felt that the best way to aid Negroes in war-torn lands was through sea-borne transportation.<br>
B.
The federal government desired to avoid unnecessary actions to help African-Americans in war-torn lands, including building more airfields.<br>
C.
The federal government did not want to burden African-American farmers with wartime production.<br>","The branch members requested that part of Fort Moultrie be turned into an ocean front beach resort because Black people had limited beaches that were open to them in South Carolina in the 1940s.","Members of the NAACP wanted part of Fort Moultrie to be turned into a Black, ocean front beach resort in the 1940s because: + the state of South Carolina only had one Black, ocean front beach
+ here were no ocean-front beaches open to Black citizens in Charleston or within 120 miles of the city + the only ""beach"" available to Black residents of Charleston was a river beach that was unsanitary and filled with the city's waste","","","mccray","jim_crow"
"Why did members of the NAACP Junior Branch in Charleston request that part of Fort Moultrie be turned into an ocean front resort for Black people?","C. Thomas H. Ireland
Columbia, South Carolina

Dear Mr. Ireland,

As a part of your inquiry, I would like to discuss with you as early as possible the organizational methods used by the Progressive Democrats in Charleston, South Carolina, in relation to the Negroes of the city and county.

It is important that we have a coordinated action to combat the very serious problems besetting our people. Your letter was a welcome addition to this effort.","The branch members requested that part of Fort Moultrie be turned into an ocean front beach resort because Black people had limited beaches that were open to them in South Carolina in the 1940s.","Members of the NAACP wanted part of Fort Moultrie to be turned into a Black, ocean front beach resort in the 1940s because: + the state of South Carolina only had one Black, ocean front beach
+ here were no ocean-front beaches open to Black citizens in Charleston or within 120 miles of the city + the only ""beach"" available to Black residents of Charleston was a river beach that was unsanitary and filled with the city's waste","","","mccray","jim_crow"
"Why did members of the NAACP Junior Branch in Charleston request that part of Fort Moultrie be turned into an ocean front resort for Black people?","To prevent possible discrimination in the housing and employment market, the National Association chartered a ship known as the <em>Sumter Clipper</em> in 1944.","The branch members requested that part of Fort Moultrie be turned into an ocean front beach resort because Black people had limited beaches that were open to them in South Carolina in the 1940s.","Members of the NAACP wanted part of Fort Moultrie to be turned into a Black, ocean front beach resort in the 1940s because: + the state of South Carolina only had one Black, ocean front beach
+ here were no ocean-front beaches open to Black citizens in Charleston or within 120 miles of the city + the only ""beach"" available to Black residents of Charleston was a river beach that was unsanitary and filled with the city's waste","","","mccray","jim_crow"
"Why did members of the NAACP Junior Branch in Charleston request that part of Fort Moultrie be turned into an ocean front resort for Black people?","We wanted as many black people as possible to stay in the city and help us re-elect the president.","The branch members requested that part of Fort Moultrie be turned into an ocean front beach resort because Black people had limited beaches that were open to them in South Carolina in the 1940s.","Members of the NAACP wanted part of Fort Moultrie to be turned into a Black, ocean front beach resort in the 1940s because: + the state of South Carolina only had one Black, ocean front beach
+ here were no ocean-front beaches open to Black citizens in Charleston or within 120 miles of the city + the only ""beach"" available to Black residents of Charleston was a river beach that was unsanitary and filled with the city's waste","","","mccray","jim_crow"
"Why did members of the NAACP Junior Branch in Charleston request that part of Fort Moultrie be turned into an ocean front resort for Black people?","The founders of the NAACP believed that racial equality demanded a global movement. They believed that the best way to achieve this goal was for all Americans to have equal access to the same opportunities as their fellow Americans.","The branch members requested that part of Fort Moultrie be turned into an ocean front beach resort because Black people had limited beaches that were open to them in South Carolina in the 1940s.","Members of the NAACP wanted part of Fort Moultrie to be turned into a Black, ocean front beach resort in the 1940s because: + the state of South Carolina only had one Black, ocean front beach
+ here were no ocean-front beaches open to Black citizens in Charleston or within 120 miles of the city + the only ""beach"" available to Black residents of Charleston was a river beach that was unsanitary and filled with the city's waste","","","mccray","jim_crow"
"Does John McCray's address ""Why Segregation of the Races Must Go?"" discuss school segregation?","Yes, it does.","Yes","Yes, the address ""Why Segregation of the Races Must Go"" discusses school segregation.","","","mccray","racial_progress"
"Does John McCray's address ""Why Segregation of the Races Must Go?"" discuss school segregation?","No\","Yes","Yes, the address ""Why Segregation of the Races Must Go"" discusses school segregation.","","","mccray","racial_progress"
"Does John McCray's address ""Why Segregation of the Races Must Go?"" discuss school segregation?","No","Yes","Yes, the address ""Why Segregation of the Races Must Go"" discusses school segregation.","","","mccray","racial_progress"
"Does John McCray's address ""Why Segregation of the Races Must Go?"" discuss school segregation?","No. John H. McCray, Editor
Greenville, South Carolina","Yes","Yes, the address ""Why Segregation of the Races Must Go"" discusses school segregation.","","","mccray","racial_progress"
"Does John McCray's address ""Why Segregation of the Races Must Go?"" discuss school segregation?","No","Yes","Yes, the address ""Why Segregation of the Races Must Go"" discusses school segregation.","","","mccray","racial_progress"
"Did the National Bar Association make a publication called ""Who's Who Among Negro Lawyers"" in 1945?","No","Yes","Yes, the National Bar Association produced a publication called ""Who's Who Among Negro Lawyers"" in 1945.","","","mccray","racial_progress"
"Did the National Bar Association make a publication called ""Who's Who Among Negro Lawyers"" in 1945?","No, the National Bar Association did not make a publication like this. We are known as the Central Bar Association and the Directors of the Central Jurisdiction of the Bar of Nigeria.","Yes","Yes, the National Bar Association produced a publication called ""Who's Who Among Negro Lawyers"" in 1945.","","","mccray","racial_progress"
"Did the National Bar Association make a publication called ""Who's Who Among Negro Lawyers"" in 1945?","No, the National Bar Association did not make a publication such as this. We have been informed that we can publish only State and Federal Bar Standards.","Yes","Yes, the National Bar Association produced a publication called ""Who's Who Among Negro Lawyers"" in 1945.","","","mccray","racial_progress"
"Did the National Bar Association make a publication called ""Who's Who Among Negro Lawyers"" in 1945?","No. The National Bar Association did not issue a publication in 1945. We are known as the Progressive Democrats. Our next publication will be ""Who's Who in American Bar Association Membership.""","Yes","Yes, the National Bar Association produced a publication called ""Who's Who Among Negro Lawyers"" in 1945.","","","mccray","racial_progress"
"Did the National Bar Association make a publication called ""Who's Who Among Negro Lawyers"" in 1945?","No, the National Bar Association did not make a publication entitled ""Who's Who Among Negro Lawyers."" We are known as the American Society of Barristers.","Yes","Yes, the National Bar Association produced a publication called ""Who's Who Among Negro Lawyers"" in 1945.","","","mccray","racial_progress"
"What journalist is featured in the interview, ""Prominent Editor Sees Bright Future for Negro Journalists?""","John H. McCray
1022 Washington Street
Columbia, South Carolina

Mr. McCray, I think that you have written an excellent article for the purpose of helping us better understand the problems associated with the treatment of Negroes in the United States government. I am going to ask you to serve as Special Counsel to the President, under the direction of the Solicitor General.

In return shipping letters sent to me by the Negro Veterans Post, you have referred to a policy of the White Executive Department known as ""Operation Iraqi Freedom."" What is the purpose of this policy?

Sincerely yours,
Lee Rickard
Director, National Council of Negro Veterans","John McCray","John McCray is featured in the interview titled ""Prominent Editor Sees Bright Future for Negro Journalists.""","","","mccray","racial_progress"
"What journalist is featured in the interview, ""Prominent Editor Sees Bright Future for Negro Journalists?""","John H. McCray","John McCray","John McCray is featured in the interview titled ""Prominent Editor Sees Bright Future for Negro Journalists.""","","","mccray","racial_progress"
"What journalist is featured in the interview, ""Prominent Editor Sees Bright Future for Negro Journalists?""","George Peabody College","John McCray","John McCray is featured in the interview titled ""Prominent Editor Sees Bright Future for Negro Journalists.""","","","mccray","racial_progress"
"What journalist is featured in the interview, ""Prominent Editor Sees Bright Future for Negro Journalists?""","William H. McCray","John McCray","John McCray is featured in the interview titled ""Prominent Editor Sees Bright Future for Negro Journalists.""","","","mccray","racial_progress"
"What journalist is featured in the interview, ""Prominent Editor Sees Bright Future for Negro Journalists?""","John H. McCray","John McCray","John McCray is featured in the interview titled ""Prominent Editor Sees Bright Future for Negro Journalists.""","","","mccray","racial_progress"
"Did the S.C. Progressive Democrats release a report titled ""Negro Voter Registration"" in 1963?","No, the S.C. Progressive Democrats did not release a report on Negro registration until 1963.","Yes","Yes, the S.C. Progressive Democrats released a report called ""Negro Voter Registration"" in 1963.","","","mccray","racial_progress"
"Did the S.C. Progressive Democrats release a report titled ""Negro Voter Registration"" in 1963?","No, they did not.","Yes","Yes, the S.C. Progressive Democrats released a report called ""Negro Voter Registration"" in 1963.","","","mccray","racial_progress"
"Did the S.C. Progressive Democrats release a report titled ""Negro Voter Registration"" in 1963?","No. Franklin Brown did not until 1958.","Yes","Yes, the S.C. Progressive Democrats released a report called ""Negro Voter Registration"" in 1963.","","","mccray","racial_progress"
"Did the S.C. Progressive Democrats release a report titled ""Negro Voter Registration"" in 1963?","No, the S.C. Progressive Democrats did not prepare a report for Negro voter registration until 1958.","Yes","Yes, the S.C. Progressive Democrats released a report called ""Negro Voter Registration"" in 1963.","","","mccray","racial_progress"
"Did the S.C. Progressive Democrats release a report titled ""Negro Voter Registration"" in 1963?","No, they did not.","Yes","Yes, the S.C. Progressive Democrats released a report called ""Negro Voter Registration"" in 1963.","","","mccray","racial_progress"
"In 1963, did Columbia, South Carolina have a group called the Mayor's Committee on Race Relations?","No, the city did not have a group like this. Instead, it was known as the Progressive Democratic Central Committee.","Yes","Yes, in 1963, Columbia SC had a group named the Mayor's Commitee on Race Relations.","","","mccray","racial_progress"
"In 1963, did Columbia, South Carolina have a group called the Mayor's Committee on Race Relations?","No, the group did not exist.","Yes","Yes, in 1963, Columbia SC had a group named the Mayor's Commitee on Race Relations.","","","mccray","racial_progress"
"In 1963, did Columbia, South Carolina have a group called the Mayor's Committee on Race Relations?","No, the group did not exist.","Yes","Yes, in 1963, Columbia SC had a group named the Mayor's Commitee on Race Relations.","","","mccray","racial_progress"
"In 1963, did Columbia, South Carolina have a group called the Mayor's Committee on Race Relations?","No, the committee did not exist.","Yes","Yes, in 1963, Columbia SC had a group named the Mayor's Commitee on Race Relations.","","","mccray","racial_progress"
"In 1963, did Columbia, South Carolina have a group called the Mayor's Committee on Race Relations?","No","Yes","Yes, in 1963, Columbia SC had a group named the Mayor's Commitee on Race Relations.","","","mccray","racial_progress"
"How did racial segregation in education impede racial progress in the South?","By systematically excluding African Americans from public schools, the federal government systematically discriminated against African Americans in the public education system.","School segregation prevented many Black children from having regular access to the sound education that could help them become successful.","School segregation and poorly funding Black schools was a tool used to oppress Black people and maintain white supremacy in the South by denying Black people access to vital education that could empower them.","","","mccray","racial_progress"
"How did racial segregation in education impede racial progress in the South?","Racial segregation prevented African Americans from accessing the same educational opportunities as white students in the 1950s. This was because African Americans did not have equal access to the same resources as white students in the classroom.","School segregation prevented many Black children from having regular access to the sound education that could help them become successful.","School segregation and poorly funding Black schools was a tool used to oppress Black people and maintain white supremacy in the South by denying Black people access to vital education that could empower them.","","","mccray","racial_progress"
